CustomerID,CreditScore,LoanAmount,EngagementScore,RepaymentTerm,EmploymentType,DefaultRisk,ExperienceLevel,DeviceType,SessionTime,ProductViews,CartAdds
CUST00047,617,13956.968635240259,75.00310597377296,24,Self-Employed,Low,Experienced,Mobile,304.3828799460428,10,1
CUST00048,723,7270.823529047252,74.86049518292079,24,Full-Time,Low,New,Desktop,395.5802745112481,5,0
CUST00049,674,16429.621049177687,70.08157925230623,48,Self-Employed,Medium,Intermediate,Tablet,251.57416480691697,4,1
CUST00050,526,16140.274062442355,77.32786025788468,12,Gig Worker,Medium,Intermediate,Desktop,295.4071171259839,4,5
CUST00051,672,10123.311895471412,87.37647397001452,12,Full-Time,Low,Experienced,Desktop,298.343159017748,8,4
CUST00052,623,13187.410600312227,61.9930467643365,60,Self-Employed,Low,Intermediate,Tablet,368.3324511516092,9,3
CUST00053,602,13482.090558848216,65.12825266387115,48,Self-Employed,Low,New,Tablet,359.0744335510326,7,2
CUST00054,692,12782.021297471721,70.44410956835003,36,Part-Time,Medium,Experienced,Tablet,277.98862687451714,7,2
CUST00055,722,10349.08453846374,54.811936147901775,36,Unemployed,Low,Experienced,Desktop,306.36490614965174,3,2
CUST00056,715,9985.129896185845,62.71113210417754,48,Full-Time,Low,Intermediate,Mobile,262.82209884765115,8,2
CUST00057,591,11923.337787025665,67.85668689683011,36,Part-Time,Low,Intermediate,Desktop,152.23875930805553,7,0
CUST00058,628,15518.187057778094,88.11583771069091,12,Gig Worker,Low,Intermediate,Desktop,325.76008573981295,2,1
CUST00059,673,13630.800463783296,78.93841993502888,36,Unemployed,Medium,Experienced,Mobile,489.2191760833068,5,1
CUST00060,718,10888.157003741682,77.90384867051317,36,Full-Time,Low,Intermediate,Tablet,211.62808593089372,7,0
CUST00061,616,14315.096131945034,87.76346943251959,48,Self-Employed,Medium,New,Desktop,222.6970290397297,6,4
CUST00062,637,3454.372138109773,72.93942317400905,48,Full-Time,Low,Intermediate,Mobile,212.92722283562586,1,2
CUST00063,572,15446.29710111631,80.85697274893334,36,Self-Employed,Low,Intermediate,Tablet,372.45917787231224,3,0
CUST00064,566,6780.858663665701,73.45167370601256,24,Unemployed,Medium,Experienced,Tablet,344.848545419644,4,2
CUST00065,706,10912.677175790603,78.98043524099442,48,Self-Employed,High,Intermediate,Desktop,284.1462307583543,4,0
CUST00066,744,8640.990316121568,66.25862013582626,60,Gig Worker,Medium,Experienced,Tablet,208.1980938361035,3,3
CUST00067,644,8115.955572837283,38.41774262585356,60,Self-Employed,Low,Intermediate,Tablet,309.2376791639924,7,2
CUST00068,720,15482.480362135559,72.98581256720544,12,Gig Worker,Low,New,Mobile,143.53778726641957,9,1
CUST00069,675,10596.896396064327,96.3412220414991,36,Unemployed,Medium,New,Mobile,314.3426566857493,4,1
CUST00070,604,13039.511645192148,88.89323103362389,24,Unemployed,Low,Experienced,Tablet,387.15243860879343,3,3
CUST00071,675,11859.238263362447,89.48096226886756,12,Full-Time,Low,Experienced,Mobile,174.88008633663222,4,3
CUST00072,757,13431.122481669365,93.54196082709326,36,Gig Worker,Medium,Intermediate,Tablet,146.74817231703364,4,3
CUST00073,647,12230.465673180766,76.32986386442155,48,Gig Worker,Medium,Intermediate,Desktop,457.94378916948597,6,0
CUST00074,759,8151.023327434292,77.95973561108393,60,Part-Time,High,New,Mobile,238.82403604954152,3,0
CUST00075,466,14988.80045834142,65.73522156848475,24,Part-Time,High,Intermediate,Tablet,413.5947845943822,10,3
CUST00076,707,10518.730250516062,70.25890715959426,60,Part-Time,Medium,New,Tablet,284.60023348021684,5,3
CUST00077,656,7330.2543040207465,84.23656724656712,48,Self-Employed,Low,Experienced,Mobile,283.80451830586725,5,1
CUST00078,629,10715.654517102263,93.05826655753225,36,Part-Time,Low,Intermediate,Mobile,343.84126994966454,3,4
CUST00079,656,16502.279371902932,72.908305864785,48,Gig Worker,Low,Experienced,Desktop,211.60011432535595,2,0
CUST00080,510,14550.66522634048,68.24716102722883,48,Self-Employed,Low,Intermediate,Tablet,313.24971434956456,7,1
CUST00081,634,10954.043596776422,75.00791938284895,60,Unemployed,Low,New,Desktop,261.85105851759073,5,3
CUST00082,674,10952.226887044713,84.01810123393672,24,Full-Time,Low,Experienced,Desktop,167.95065565949685,4,2
CUST00083,753,11035.094846347853,53.34217775799687,48,Part-Time,Low,Experienced,Desktop,333.74820747263993,6,2
CUST00084,613,18230.243950682525,40.55728570294143,60,Unemployed,Low,Intermediate,Mobile,273.6692193122084,5,1
CUST00085,593,13145.80635669466,66.74194725762625,24,Gig Worker,Low,Experienced,Desktop,284.2975171555292,4,4
CUST00086,614,13290.124941573209,56.689313611287616,36,Full-Time,Low,New,Mobile,178.9839056585842,7,2
CUST00087,714,15090.850362095527,67.37789703529033,36,Unemployed,Low,Experienced,Mobile,459.14003677628045,4,2
CUST00088,673,12716.36747707954,72.78329521773793,12,Full-Time,Medium,Experienced,Desktop,387.6714186386116,2,1
CUST00089,612,11222.87356253789,68.2012738646548,60,Part-Time,Low,Intermediate,Desktop,396.41558841719785,3,4
CUST00090,685,11410.950452745064,96.78701301706118,24,Gig Worker,Low,Experienced,Tablet,269.4555297558318,8,5
CUST00091,656,11785.196221757808,79.90117146903481,48,Full-Time,Medium,Intermediate,Desktop,127.08171104965797,5,2
CUST00092,717,11888.333290470475,79.50711539416243,36,Unemployed,Low,Intermediate,Tablet,495.2917382489511,6,2
CUST00093,600,14182.88863091094,84.33310716065102,24,Part-Time,Low,Experienced,Desktop,293.8902491994132,2,0
CUST00094,627,12155.837657421898,57.917503233288464,60,Part-Time,Low,New,Desktop,225.1200203979946,3,3
CUST00095,622,14197.920231646738,90.58667681130403,12,Unemployed,Low,Intermediate,Desktop,341.6801574483114,3,2
CUST00096,547,11757.850259674253,73.8635357019681,36,Unemployed,High,Experienced,Desktop,416.7120788003298,7,5
CUST00097,670,12235.90557094827,85.05720925861819,24,Full-Time,Low,Intermediate,Tablet,297.69494439145336,5,6
CUST00098,668,6005.397946403677,58.92214150439767,24,Self-Employed,Medium,New,Tablet,427.8575167939374,2,3
CUST00099,650,14748.983024107445,51.693618509759034,24,Part-Time,Low,New,Desktop,408.29999385168685,2,3
CUST00100,633,13039.465427693978,87.26834487037543,60,Full-Time,Low,Intermediate,Desktop,192.36188125979416,7,3
CUST00101,550,14994.030329578956,80.64614289146274,60,Unemployed,Low,New,Tablet,232.62098943405238,8,2
CUST00102,620,3311.2338654189316,61.46922668463735,60,Full-Time,Low,Experienced,Mobile,395.75371632797675,4,3
CUST00103,626,18265.124114342183,61.95505378087958,48,Unemployed,Low,Experienced,Mobile,30.0,4,2
CUST00104,593,11581.23111553448,91.88152176622154,24,Gig Worker,Low,Intermediate,Mobile,285.0544306835011,4,0
CUST00105,638,15324.54845021255,57.15882160699008,36,Unemployed,Low,New,Tablet,156.91687983753283,3,2
CUST00106,678,8880.282218623408,99.64009429883944,60,Unemployed,Medium,Experienced,Tablet,252.34461985664754,4,2
CUST00107,782,13838.321715187709,61.49068898028197,60,Unemployed,Low,Experienced,Mobile,270.1179910970796,6,2
CUST00108,662,8839.753310479031,84.57587888412574,24,Self-Employed,Medium,Experienced,Mobile,264.1755622092492,5,2
CUST00109,668,10128.693117912584,70.07072286376523,60,Unemployed,Medium,Intermediate,Desktop,244.77387478873914,5,1
CUST00110,644,17742.094061600357,84.04781146623515,48,Part-Time,Low,Intermediate,Tablet,190.2856350371186,3,2
CUST00111,515,11427.95279770996,66.83828996828711,48,Part-Time,Low,Experienced,Tablet,529.1911266818686,6,5
CUST00112,648,12652.298619539168,72.55810640891559,60,Full-Time,Low,Experienced,Mobile,486.7462004161351,4,1
CUST00113,654,14610.203192066263,75.61378763093582,24,Self-Employed,Medium,New,Mobile,183.7934179743717,2,0
CUST00114,822,13487.045663917814,59.96718816327791,24,Full-Time,Low,New,Tablet,458.21167513035675,5,2
CUST00115,636,12451.256715430729,86.11236518130188,24,Part-Time,Medium,New,Desktop,260.0534509527147,7,0
CUST00116,671,13094.883007398676,67.30179650292622,12,Part-Time,Low,Intermediate,Mobile,312.91874733317104,8,3
CUST00117,647,19210.246755714827,71.57100126989972,60,Gig Worker,Medium,Experienced,Tablet,293.6726040103084,0,2
CUST00118,568,11827.143608899243,60.08475938087231,24,Unemployed,Low,Intermediate,Tablet,234.02513587460342,5,3
CUST00119,729,12603.297140144903,36.56499511807034,48,Part-Time,Medium,Experienced,Desktop,398.3852343606147,4,4
CUST00120,702,15151.963188022837,72.13458356099747,36,Full-Time,Low,New,Desktop,312.5886530576658,6,1
CUST00121,705,15316.577798873952,100.0,36,Full-Time,Low,New,Mobile,252.34485767807587,4,1
CUST00122,586,15561.09091668114,86.76906431847036,24,Unemployed,Low,New,Mobile,169.54105561995274,7,1
CUST00123,748,13916.190666087554,74.71109430398408,36,Unemployed,Low,New,Mobile,210.64049862808795,2,2
CUST00124,551,8570.98526180855,71.05663756187599,36,Gig Worker,High,Experienced,Tablet,135.8619884397903,3,1
CUST00125,691,16900.294596903288,75.3369883921807,12,Self-Employed,Low,New,Mobile,301.22235484151696,3,3
CUST00126,803,8560.963820943936,83.20678672762816,48,Full-Time,Low,Experienced,Tablet,180.33344077156042,5,4
CUST00127,580,12907.9063957171,57.28780777036732,48,Unemployed,Low,Experienced,Mobile,273.4439487481459,6,2
CUST00128,610,9737.172449941925,91.71482542003308,12,Full-Time,Low,Intermediate,Desktop,437.0101853610371,9,3
CUST00129,656,11807.584960221022,85.73071973161866,12,Unemployed,Low,New,Desktop,419.9299572921586,6,1
CUST00130,614,12986.28723091044,85.77278588561902,36,Part-Time,Medium,New,Tablet,296.7723105897382,7,1
CUST00131,541,12964.07164635082,81.57713608214591,60,Full-Time,Low,Intermediate,Desktop,291.291527385685,2,4
CUST00132,654,13265.762262705854,75.29424986540985,36,Part-Time,High,Experienced,Tablet,487.98745494210084,2,3
CUST00133,575,16841.133807175942,85.09291853950229,12,Full-Time,Low,New,Tablet,352.07561203587113,8,1
CUST00134,683,13360.60290454194,83.87721200612067,48,Self-Employed,Low,Experienced,Desktop,267.2193540123477,8,3
CUST00135,585,11267.530094128055,69.68938933588464,36,Gig Worker,Medium,Intermediate,Tablet,157.3981882879548,8,2
CUST00136,758,14892.261504865071,66.39597340654649,60,Part-Time,Medium,Experienced,Desktop,339.38732181647435,7,2
CUST00137,595,15568.411466773921,76.5278444289298,36,Unemployed,Low,New,Mobile,382.93237725828624,6,4
CUST00138,627,8317.176554589023,98.23530227242782,24,Self-Employed,Medium,Experienced,Mobile,236.8348475486356,2,2
CUST00139,706,13792.200209549574,56.41339386519149,36,Full-Time,Low,Experienced,Desktop,329.1202755138032,7,2
CUST00140,563,14103.518226932694,52.9871210137134,12,Part-Time,Low,New,Desktop,263.6426705084971,6,4
CUST00141,665,11107.309489920024,77.47141261854775,48,Full-Time,Medium,New,Desktop,281.5967600800997,5,4
CUST00142,741,16127.120439934857,75.76331552784028,48,Full-Time,Low,Experienced,Desktop,51.21779424376686,6,2
CUST00143,537,11549.83323890242,77.60012496555612,12,Full-Time,Low,Experienced,Mobile,277.82185962838645,4,1
CUST00144,662,12376.729360414627,78.6592979686275,24,Gig Worker,Medium,Intermediate,Tablet,396.9369302408054,4,1
CUST00145,668,11480.784527148391,71.65196618047793,12,Gig Worker,High,New,Tablet,236.85974444334417,4,2
CUST00146,704,12046.737142744403,97.34795157903123,36,Unemployed,Low,Experienced,Mobile,305.2526368215316,5,2
CUST00147,563,8711.174739314394,50.98644032285227,12,Part-Time,Low,New,Tablet,224.40492933080796,4,2
CUST00148,557,7679.847352217117,62.57254462829631,12,Self-Employed,Low,Intermediate,Mobile,336.0441676292773,7,2
CUST00149,686,16783.515189674916,73.45117859776428,24,Self-Employed,High,Experienced,Tablet,278.34768024638265,2,2
CUST00150,670,9459.115955045017,50.35216783268749,36,Self-Employed,Medium,Experienced,Desktop,206.07584593179934,4,2
CUST00151,667,9025.822951631078,72.36218393351893,60,Full-Time,Low,Experienced,Desktop,433.2551467665128,1,2
CUST00152,674,5539.829659188856,99.92205248592028,60,Gig Worker,Low,New,Desktop,392.8932013532215,6,2
CUST00153,602,10083.114756931493,75.31329732443943,48,Part-Time,Low,Intermediate,Mobile,239.50932360718252,1,6
CUST00154,666,8030.730619777505,78.46051358578025,12,Full-Time,Medium,New,Mobile,349.77883094177776,6,2
CUST00155,670,16926.045480409106,56.097528522411295,48,Gig Worker,Medium,Experienced,Tablet,353.74120028203805,6,1
CUST00156,599,15029.451268027902,65.75457887940783,24,Gig Worker,Medium,Intermediate,Tablet,364.2301235011176,0,3
CUST00157,780,9935.548964466829,69.37205429514094,60,Part-Time,High,Experienced,Tablet,130.5744104004922,6,1
CUST00158,683,18757.307416032927,70.23427354865649,12,Part-Time,Low,Experienced,Mobile,400.6606541032628,1,5
CUST00159,566,14945.296460974783,94.22465692505654,24,Part-Time,Low,New,Tablet,243.03010370742686,4,2
CUST00160,695,11025.505849474133,83.36536591087687,24,Full-Time,Low,Experienced,Desktop,264.2172066558733,6,1
CUST00161,581,4501.782855379281,58.32813064594452,12,Unemployed,Low,Intermediate,Tablet,563.78817522602,7,2
CUST00162,705,18872.827717772227,78.69757167648007,24,Part-Time,Low,Experienced,Desktop,330.18733807210117,6,1
CUST00163,731,7831.282599709212,82.47332622745178,12,Unemployed,Low,Experienced,Mobile,261.36775245528247,3,0
CUST00164,592,7063.803759129324,92.102235577819,12,Full-Time,Medium,New,Desktop,79.4705627244094,7,5
CUST00165,717,15067.711296028921,98.70811029852561,36,Unemployed,Medium,Intermediate,Desktop,438.97641339463553,6,3
CUST00166,678,19319.257219017818,59.77358712258197,48,Self-Employed,Low,New,Desktop,165.47903291913974,5,1
CUST00167,707,16152.818455531555,62.83713733184493,24,Unemployed,Low,Experienced,Mobile,199.65610965004964,7,4
CUST00168,782,13691.72736015708,56.136332116280755,24,Part-Time,Low,New,Mobile,266.86477009121506,4,0
CUST00169,632,13784.263024995858,71.48970211339528,36,Full-Time,Medium,New,Mobile,441.64117917002926,7,2
CUST00170,597,14560.246676340923,81.99537561669501,36,Part-Time,Medium,New,Mobile,377.3239986665759,1,0
CUST00171,587,14276.785769360296,89.81001774883653,36,Self-Employed,Low,New,Tablet,284.21624901597403,2,4
CUST00172,592,12843.574271908128,73.86073464536216,60,Part-Time,Low,Experienced,Mobile,330.8292063638821,2,4
CUST00173,644,12312.603311855628,70.20228715117734,60,Part-Time,Low,Experienced,Desktop,239.9614307128894,6,2
CUST00174,673,11812.220616301433,77.2763698837311,60,Part-Time,Low,Intermediate,Mobile,313.9653689565351,8,2
CUST00175,669,9738.10623339997,62.472856475549655,12,Gig Worker,Low,New,Tablet,307.33367447781364,6,3
CUST00176,707,11157.974769399678,100.0,24,Self-Employed,Medium,New,Tablet,396.87698956813534,0,1
CUST00177,650,6921.129557413844,50.885084593229124,48,Part-Time,Medium,Intermediate,Tablet,396.71781224389497,10,4
CUST00178,751,11704.98111961575,77.77110868343587,12,Part-Time,Low,New,Desktop,349.39773822056446,2,0
CUST00179,631,9034.226678547248,100.0,24,Part-Time,Medium,Intermediate,Mobile,263.7652442453898,5,2
CUST00180,840,8689.232048352687,75.10199766839996,24,Full-Time,High,Experienced,Mobile,374.18222943901264,8,0
CUST00181,693,12539.682453460435,72.14941447497759,36,Gig Worker,Low,Intermediate,Mobile,290.80315337969535,5,0
CUST00182,589,16176.006859033798,69.6383186578436,36,Full-Time,Low,New,Desktop,191.8085631286867,4,6
CUST00183,575,14754.949818006939,72.29412477356388,12,Gig Worker,High,Intermediate,Desktop,259.6712208089061,3,2
CUST00184,683,7288.498189130469,95.59272712014796,36,Part-Time,Low,Experienced,Tablet,308.45269837843244,7,1
CUST00185,634,9031.115590288988,41.8220713300574,24,Self-Employed,High,New,Tablet,391.0215783664745,7,2
CUST00186,699,14822.313563964648,98.00150551944489,36,Unemployed,High,Experienced,Mobile,281.6471827842847,3,4
CUST00187,683,9052.53781938507,53.64064271324783,60,Unemployed,Medium,Experienced,Desktop,179.0801288760394,3,1
CUST00188,644,11326.100550008927,71.00021506148377,36,Part-Time,Medium,Intermediate,Desktop,305.67416832968195,2,5
CUST00189,590,13650.156297073656,68.56133369552008,24,Full-Time,Medium,Experienced,Mobile,311.3456040056552,2,1
CUST00190,543,9094.966635409095,83.8282990465608,12,Self-Employed,Medium,New,Mobile,318.5837628902753,7,0
CUST00191,618,12316.126518437879,51.02813472174378,48,Gig Worker,Low,Experienced,Tablet,391.98715159544304,4,1
CUST00192,709,7997.923515245387,81.93258999122914,36,Part-Time,Low,Experienced,Tablet,401.8923240089898,1,1
CUST00193,664,10195.89706814636,100.0,24,Self-Employed,Low,Intermediate,Tablet,240.57891276183335,3,0
CUST00194,562,12959.345802427611,54.55238993110784,48,Self-Employed,Medium,Experienced,Mobile,238.38565419510564,10,4
CUST00195,662,7221.018799404992,77.84559251415594,48,Gig Worker,Low,Intermediate,Mobile,195.98012890445267,3,1
CUST00196,676,13321.424213881197,65.07026733305086,60,Self-Employed,Low,Intermediate,Tablet,369.88156702804764,6,2
CUST00197,588,11941.086603219956,81.38830809289554,48,Full-Time,Low,New,Tablet,444.8820108337716,4,4
CUST00198,660,13657.469863251443,75.28721666123629,24,Full-Time,Medium,New,Desktop,268.49180720910766,5,2
CUST00199,654,12671.742402193984,65.37769636433535,24,Full-Time,High,New,Desktop,275.8569435275007,3,4
CUST00200,569,16092.421289921533,82.3180842730661,36,Self-Employed,High,New,Tablet,446.6782556898976,7,2
CUST00201,675,12375.673507943722,100.0,36,Full-Time,Low,Intermediate,Tablet,350.55578532150076,5,4
CUST00202,689,10711.78337662424,72.13644312409052,36,Gig Worker,Medium,Experienced,Desktop,343.6235704801055,2,4
CUST00203,725,12366.892509096851,85.79636913222274,48,Self-Employed,Medium,New,Tablet,180.90834940262732,6,3
CUST00204,723,13629.894087109164,55.60090563193255,48,Unemployed,Low,New,Desktop,367.8728069279419,3,3
CUST00205,553,12146.580210977114,60.65345434772987,60,Self-Employed,Low,New,Desktop,207.08636594902418,2,1
CUST00206,584,12121.775073611647,82.08609416820566,36,Gig Worker,Low,Experienced,Desktop,186.59798140650418,7,1
CUST00207,686,9894.024936579734,97.26174042803947,12,Unemployed,High,New,Mobile,265.3228423233288,6,3
CUST00208,685,10011.297247347156,80.3342002317849,60,Self-Employed,Low,Experienced,Mobile,241.42072765513097,3,2
CUST00209,686,7792.184184600919,70.30412954215268,12,Full-Time,Low,Intermediate,Tablet,277.84003056149606,5,3
CUST00210,919,17248.730229560817,74.98937108135031,48,Part-Time,Medium,Intermediate,Desktop,155.90183654750814,7,1
CUST00211,689,8268.410293826146,56.243883990454236,60,Part-Time,Low,Intermediate,Mobile,395.88163064676723,4,2
CUST00212,729,9921.284406612278,84.0677298953305,60,Full-Time,Low,Experienced,Tablet,412.7686294516429,4,2
CUST00213,716,9844.778203292408,88.23499593485114,24,Part-Time,Medium,New,Tablet,105.26575258591856,3,2
CUST00214,695,14684.773130833324,68.2186450075038,48,Part-Time,Low,New,Tablet,397.84578056665504,6,1
CUST00215,627,11115.150965123918,67.94936778360747,48,Full-Time,Medium,New,Tablet,218.94713701783735,4,2
CUST00216,703,15743.226218021202,78.98817344478073,60,Full-Time,Low,New,Tablet,385.6975536982786,5,2
CUST00217,595,9979.528127268395,68.44920395939107,48,Self-Employed,Medium,New,Desktop,293.15535073335843,7,1
CUST00218,633,12836.982486671406,74.00801078061266,60,Self-Employed,Medium,Experienced,Tablet,302.87755640809985,4,2
CUST00219,616,9493.958840220728,100.0,24,Full-Time,Low,Intermediate,Desktop,281.4902350578781,3,4
CUST00220,655,18435.447383320163,71.29461448881005,60,Gig Worker,Low,New,Mobile,421.2129204233486,1,3
CUST00221,812,8437.204742911461,69.62489771968167,48,Part-Time,Medium,Intermediate,Tablet,176.04119874749716,5,0
CUST00222,519,12929.462130681082,65.28687291547261,48,Self-Employed,Medium,Experienced,Mobile,360.78403387350085,8,4
CUST00223,698,13901.330642796296,86.16287957249905,60,Part-Time,Medium,Experienced,Desktop,410.13301648895504,5,2
CUST00224,537,13241.397292354495,72.28163740172846,60,Unemployed,Medium,New,Desktop,371.63400805404103,5,2
CUST00225,616,11444.137023366875,65.25940442517862,60,Full-Time,Low,Experienced,Mobile,532.4698914323418,3,2
CUST00226,726,11610.537900799722,94.81956048409518,36,Gig Worker,Low,Intermediate,Tablet,247.1053237275301,3,3
CUST00227,654,12131.434415937329,96.29404506770456,48,Unemployed,High,New,Tablet,395.73048225935315,6,0
CUST00228,574,11558.993995114533,65.99364651391943,48,Unemployed,Low,New,Mobile,289.390936465858,5,1
CUST00229,599,14891.637350384728,47.00190072959076,36,Unemployed,Low,Intermediate,Mobile,423.34060763526696,7,1
CUST00230,697,18631.569004774054,90.11270534755383,60,Full-Time,Low,New,Mobile,299.23110042786305,6,1
CUST00231,598,10327.5246449765,64.73055261359994,24,Self-Employed,Low,New,Tablet,261.21242181375305,8,2
CUST00232,665,7890.591061262767,86.85938398744153,60,Full-Time,Low,Intermediate,Tablet,430.6072203871629,8,1
CUST00233,653,11735.153854946235,45.44844273432247,60,Self-Employed,High,New,Tablet,250.843806098107,8,1
CUST00234,604,19739.128012962956,88.38896007448963,36,Unemployed,Low,New,Mobile,158.7274241099444,9,1
CUST00235,800,9588.976296090808,56.83242106078828,48,Unemployed,Low,Intermediate,Tablet,248.31531168261714,5,3
CUST00236,694,16917.350416332203,85.96146178599787,60,Gig Worker,High,Experienced,Desktop,361.90329465885327,3,0
CUST00237,508,17033.102442229323,75.21409601754651,48,Self-Employed,High,Intermediate,Mobile,439.20387515870914,4,1
CUST00238,663,10339.235274876017,60.690908709050326,12,Unemployed,Low,New,Tablet,311.1129375296512,5,1
CUST00239,603,13706.949237555826,68.8944553060983,48,Part-Time,Low,Intermediate,Mobile,431.81970672340253,6,3
CUST00240,709,16885.189869385613,85.29477685435052,24,Gig Worker,Medium,New,Desktop,164.18250785224063,7,4
CUST00241,594,10862.61677703754,76.58841679672851,24,Full-Time,Medium,New,Desktop,255.6736535182097,4,1
CUST00242,641,11389.258919692915,83.76619470708727,60,Gig Worker,Medium,Intermediate,Mobile,271.1424882845899,6,2
CUST00243,685,10254.957258154069,100.0,48,Part-Time,Medium,New,Mobile,288.544057252748,13,4
